log_id,user_id,family_id,appliance_id,appliance_type,device_name,event_type,action_type,operation_state,mode,started_at,ended_at,usage_date,duration_minutes,energy_kwh,error_code,source,dataset_split,period_label,expected_base_cycle_days,expected_changed_cycle_days,expected_base_daily_frequency,expected_changed_daily_frequency,expected_change_type,created_at
TRAIN_000030670,U048,F048,F048_DISHWASHER,dishwasher,F048_dishwasher,usage,start,completed,quick,2025-02-14T23:13:00+09:00,2025-02-15T00:16:00+09:00,2025-02-14,63,0.989,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,2,frequency_change,2025-02-15T00:16:00+09:00
TRAIN_000019698,U031,F031,F031_DISHWASHER,dishwasher,F031_dishwasher,usage,start,completed,standard,2025-02-14T23:16:00+09:00,2025-02-15T00:30:00+09:00,2025-02-14,74,0.875,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,2,frequency_change,2025-02-15T00:30:00+09:00
TRAIN_000000565,U001,F001,F001_DRYER,dryer,F001_dryer,usage,start,completed,speed_dry,2025-02-14T23:20:00+09:00,2025-02-15T00:59:00+09:00,2025-02-14,99,1.326,,multi_family_synthetic_thinq_like_log,train,base_routine,3,4,1,1,interval_change,2025-02-15T00:59:00+09:00
TRAIN_000023864,U037,F037,F037_DRYER,dryer,F037_dryer,usage,start,completed,normal_dry,2025-02-14T23:23:00+09:00,2025-02-15T00:27:00+09:00,2025-02-14,64,1.342,,multi_family_synthetic_thinq_like_log,train,base_routine,3,4,1,1,interval_change,2025-02-15T00:27:00+09:00
TRAIN_000016478,U026,F026,F026_DISHWASHER,dishwasher,F026_dishwasher,usage,start,completed,standard,2025-02-15T00:00:00+09:00,2025-02-15T01:28:00+09:00,2025-02-15,88,0.587,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,2,frequency_change,2025-02-15T01:28:00+09:00
TRAIN_000028080,U044,F044,F044_DISHWASHER,dishwasher,F044_dishwasher,usage,start,completed,intensive,2025-02-15T00:06:00+09:00,2025-02-15T01:28:00+09:00,2025-02-15,82,0.796,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,2,frequency_change,2025-02-15T01:28:00+09:00
TRAIN_000039267,U061,F061,F061_DRYER,dryer,F061_dryer,usage,start,completed,speed_dry,2025-02-15T00:09:00+09:00,2025-02-15T01:49:00+09:00,2025-02-15,100,1.409,,multi_family_synthetic_thinq_like_log,train,base_routine,3,4,1,1,interval_change,2025-02-15T01:49:00+09:00
TRAIN_000059081,U092,F092,F092_DRYER,dryer,F092_dryer,usage,start,completed,bedding_dry,2025-02-15T00:24:00+09:00,2025-02-15T02:01:00+09:00,2025-02-15,97,1.147,,multi_family_synthetic_thinq_like_log,train,base_routine,3,4,1,2,interval_and_frequency_change,2025-02-15T02:01:00+09:00
TRAIN_000033218,U052,F052,F052_DISHWASHER,dishwasher,F052_dishwasher,usage,start,completed,intensive,2025-02-15T00:31:00+09:00,2025-02-15T02:03:00+09:00,2025-02-15,92,1.18,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,2,frequency_change,2025-02-15T02:03:00+09:00
TRAIN_000054296,U085,F085,F085_DISHWASHER,dishwasher,F085_dishwasher,usage,start,completed,quick,2025-02-15T00:37:00+09:00,2025-02-15T02:06:00+09:00,2025-02-15,89,1.244,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,1,none,2025-02-15T02:06:00+09:00
TRAIN_000054592,U085,F085,F085_DRYER,dryer,F085_dryer,usage,start,completed,bedding_dry,2025-02-15T00:37:00+09:00,2025-02-15T01:54:00+09:00,2025-02-15,77,1.264,,multi_family_synthetic_thinq_like_log,train,base_routine,3,3,1,1,none,2025-02-15T01:54:00+09:00
TRAIN_000004799,U008,F008,F008_DISHWASHER,dishwasher,F008_dishwasher,usage,start,completed,intensive,2025-02-15T00:39:00+09:00,2025-02-15T02:05:00+09:00,2025-02-15,86,1.065,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,2,frequency_change,2025-02-15T02:05:00+09:00
TRAIN_000051541,U081,F081,F081_ROBOT_CLEANER,robot_cleaner,F081_robot_cleaner,usage,start,completed,quiet_clean,2025-02-15T07:17:00+09:00,2025-02-15T08:14:00+09:00,2025-02-15,57,0.194,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,1,none,2025-02-15T08:14:00+09:00
TRAIN_000059824,U094,F094,F094_ROBOT_CLEANER,robot_cleaner,F094_robot_cleaner,usage,start,completed,auto_clean,2025-02-15T07:34:00+09:00,2025-02-15T08:12:00+09:00,2025-02-15,38,0.218,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,2,interval_and_frequency_change,2025-02-15T08:12:00+09:00
TRAIN_000011661,U019,F019,F019_ROBOT_CLEANER,robot_cleaner,F019_robot_cleaner,usage,start,completed,auto_clean,2025-02-15T07:38:00+09:00,2025-02-15T08:46:00+09:00,2025-02-15,68,0.169,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,1,interval_change,2025-02-15T08:46:00+09:00
TRAIN_000036831,U058,F058,F058_ROBOT_CLEANER,robot_cleaner,F058_robot_cleaner,usage,start,completed,edge_clean,2025-02-15T07:53:00+09:00,2025-02-15T09:01:00+09:00,2025-02-15,68,0.193,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,1,interval_change,2025-02-15T09:01:00+09:00
TRAIN_000002641,U005,F005,F005_ROBOT_CLEANER,robot_cleaner,F005_robot_cleaner,usage,start,completed,auto_clean,2025-02-15T08:00:00+09:00,2025-02-15T08:55:00+09:00,2025-02-15,55,0.143,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,1,interval_change,2025-02-15T08:55:00+09:00
TRAIN_000064159,U101,F101,F101_ROBOT_CLEANER,robot_cleaner,F101_robot_cleaner,usage,start,completed,auto_clean,2025-02-15T08:06:00+09:00,2025-02-15T08:57:00+09:00,2025-02-15,51,0.24,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,1,interval_change,2025-02-15T08:57:00+09:00
TRAIN_000044555,U070,F070,F070_ROBOT_CLEANER,robot_cleaner,F070_robot_cleaner,usage,start,completed,auto_clean,2025-02-15T08:13:00+09:00,2025-02-15T09:22:00+09:00,2025-02-15,69,0.135,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,1,none,2025-02-15T09:22:00+09:00
TRAIN_000017541,U028,F028,F028_ROBOT_CLEANER,robot_cleaner,F028_robot_cleaner,usage,start,completed,auto_clean,2025-02-15T08:20:00+09:00,2025-02-15T09:15:00+09:00,2025-02-15,55,0.198,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,1,interval_change,2025-02-15T09:15:00+09:00
TRAIN_000016892,U027,F027,F027_ROBOT_CLEANER,robot_cleaner,F027_robot_cleaner,usage,start,completed,quiet_clean,2025-02-15T08:29:00+09:00,2025-02-15T09:17:00+09:00,2025-02-15,48,0.239,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,1,interval_change,2025-02-15T09:17:00+09:00
TRAIN_000020112,U032,F032,F032_ROBOT_CLEANER,robot_cleaner,F032_robot_cleaner,usage,start,completed,auto_clean,2025-02-15T08:31:00+09:00,2025-02-15T09:35:00+09:00,2025-02-15,64,0.15,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,1,interval_change,2025-02-15T09:35:00+09:00
TRAIN_000028507,U045,F045,F045_ROBOT_CLEANER,robot_cleaner,F045_robot_cleaner,usage,start,completed,auto_clean,2025-02-15T08:57:00+09:00,2025-02-15T09:58:00+09:00,2025-02-15,61,0.185,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,1,interval_change,2025-02-15T09:58:00+09:00
TRAIN_000059196,U093,F093,F093_ROBOT_CLEANER,robot_cleaner,F093_robot_cleaner,usage,start,completed,edge_clean,2025-02-15T09:02:00+09:00,2025-02-15T10:05:00+09:00,2025-02-15,63,0.14,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,2,interval_and_frequency_change,2025-02-15T10:05:00+09:00
TRAIN_000050275,U079,F079,F079_ROBOT_CLEANER,robot_cleaner,F079_robot_cleaner,usage,start,completed,auto_clean,2025-02-15T09:11:00+09:00,2025-02-15T09:59:00+09:00,2025-02-15,48,0.217,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,1,none,2025-02-15T09:59:00+09:00
TRAIN_000032348,U051,F051,F051_ROBOT_CLEANER,robot_cleaner,F051_robot_cleaner,usage,start,completed,quiet_clean,2025-02-15T09:16:00+09:00,2025-02-15T10:20:00+09:00,2025-02-15,64,0.192,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,1,interval_change,2025-02-15T10:20:00+09:00
TRAIN_000054707,U086,F086,F086_ROBOT_CLEANER,robot_cleaner,F086_robot_cleaner,usage,start,completed,edge_clean,2025-02-15T09:18:00+09:00,2025-02-15T10:18:00+09:00,2025-02-15,60,0.197,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,1,none,2025-02-15T10:18:00+09:00
TRAIN_000001345,U003,F003,F003_ROBOT_CLEANER,robot_cleaner,F003_robot_cleaner,usage,start,completed,quiet_clean,2025-02-15T09:23:00+09:00,2025-02-15T10:19:00+09:00,2025-02-15,56,0.145,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,1,interval_change,2025-02-15T10:19:00+09:00
TRAIN_000037463,U059,F059,F059_ROBOT_CLEANER,robot_cleaner,F059_robot_cleaner,usage,start,completed,quiet_clean,2025-02-15T09:26:00+09:00,2025-02-15T10:06:00+09:00,2025-02-15,40,0.208,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,1,interval_change,2025-02-15T10:06:00+09:00
TRAIN_000034279,U054,F054,F054_ROBOT_CLEANER,robot_cleaner,F054_robot_cleaner,usage,start,completed,quiet_clean,2025-02-15T09:32:00+09:00,2025-02-15T10:42:00+09:00,2025-02-15,70,0.18,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,1,interval_change,2025-02-15T10:42:00+09:00
TRAIN_000006532,U011,F011,F011_ROBOT_CLEANER,robot_cleaner,F011_robot_cleaner,usage,start,completed,auto_clean,2025-02-15T09:33:00+09:00,2025-02-15T10:38:00+09:00,2025-02-15,65,0.127,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,1,interval_change,2025-02-15T10:38:00+09:00
TRAIN_000026553,U042,F042,F042_ROBOT_CLEANER,robot_cleaner,F042_robot_cleaner,usage,start,completed,edge_clean,2025-02-15T09:35:00+09:00,2025-02-15T10:25:00+09:00,2025-02-15,50,0.226,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,1,interval_change,2025-02-15T10:25:00+09:00
TRAIN_000065675,U104,F104,F104_ROBOT_CLEANER,robot_cleaner,F104_robot_cleaner,usage,start,completed,quiet_clean,2025-02-15T09:43:00+09:00,2025-02-15T10:45:00+09:00,2025-02-15,62,0.158,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,1,interval_change,2025-02-15T10:45:00+09:00
TRAIN_000043895,U069,F069,F069_ROBOT_CLEANER,robot_cleaner,F069_robot_cleaner,usage,start,completed,quiet_clean,2025-02-15T09:44:00+09:00,2025-02-15T10:48:00+09:00,2025-02-15,64,0.192,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,1,none,2025-02-15T10:48:00+09:00
TRAIN_000065159,U103,F103,F103_ROBOT_CLEANER,robot_cleaner,F103_robot_cleaner,usage,start,completed,auto_clean,2025-02-15T09:46:00+09:00,2025-02-15T10:39:00+09:00,2025-02-15,53,0.202,,multi_family_synthetic_thinq_like_log,train,base_routine,1,3,1,1,interval_change,2025-02-15T10:39:00+09:00
TRAIN_000014945,U024,F024,F024_ROBOT_CLEANER,robot_cleaner,F024_robot_cleaner,usage,start,completed,auto_clean,2025-02-15T09:47:00+09:00,2025-02-15T10:38:00+09:00,2025-02-15,51,0.182,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,1,interval_change,2025-02-15T10:38:00+09:00
TRAIN_000021378,U034,F034,F034_ROBOT_CLEANER,robot_cleaner,F034_robot_cleaner,usage,start,completed,auto_clean,2025-02-15T09:48:00+09:00,2025-02-15T10:45:00+09:00,2025-02-15,57,0.19,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,1,interval_change,2025-02-15T10:45:00+09:00
TRAIN_000055986,U088,F088,F088_ROBOT_CLEANER,robot_cleaner,F088_robot_cleaner,usage,start,completed,quiet_clean,2025-02-15T09:49:00+09:00,2025-02-15T10:54:00+09:00,2025-02-15,65,0.185,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,1,none,2025-02-15T10:54:00+09:00
TRAIN_000034916,U055,F055,F055_ROBOT_CLEANER,robot_cleaner,F055_robot_cleaner,usage,start,completed,auto_clean,2025-02-15T09:50:00+09:00,2025-02-15T10:56:00+09:00,2025-02-15,66,0.165,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,1,interval_change,2025-02-15T10:56:00+09:00
TRAIN_000046439,U073,F073,F073_ROBOT_CLEANER,robot_cleaner,F073_robot_cleaner,usage,start,completed,auto_clean,2025-02-15T09:53:00+09:00,2025-02-15T10:58:00+09:00,2025-02-15,65,0.185,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,1,none,2025-02-15T10:58:00+09:00
TRAIN_000052826,U083,F083,F083_ROBOT_CLEANER,robot_cleaner,F083_robot_cleaner,usage,start,completed,edge_clean,2025-02-15T09:53:00+09:00,2025-02-15T10:53:00+09:00,2025-02-15,60,0.204,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,1,none,2025-02-15T10:53:00+09:00
TRAIN_000029810,U047,F047,F047_ROBOT_CLEANER,robot_cleaner,F047_robot_cleaner,usage,start,completed,auto_clean,2025-02-15T09:57:00+09:00,2025-02-15T10:58:00+09:00,2025-02-15,61,0.16,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,1,interval_change,2025-02-15T10:58:00+09:00
TRAIN_000029154,U046,F046,F046_ROBOT_CLEANER,robot_cleaner,F046_robot_cleaner,usage,start,completed,quiet_clean,2025-02-15T09:58:00+09:00,2025-02-15T10:56:00+09:00,2025-02-15,58,0.181,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,1,interval_change,2025-02-15T10:56:00+09:00
TRAIN_000035559,U056,F056,F056_ROBOT_CLEANER,robot_cleaner,F056_robot_cleaner,usage,start,completed,auto_clean,2025-02-15T09:59:00+09:00,2025-02-15T10:58:00+09:00,2025-02-15,59,0.173,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,1,interval_change,2025-02-15T10:58:00+09:00
TRAIN_000063006,U099,F099,F099_ROBOT_CLEANER,robot_cleaner,F099_robot_cleaner,usage,start,completed,auto_clean,2025-02-15T10:07:00+09:00,2025-02-15T11:14:00+09:00,2025-02-15,67,0.216,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,2,interval_and_frequency_change,2025-02-15T11:14:00+09:00
TRAIN_000042619,U067,F067,F067_ROBOT_CLEANER,robot_cleaner,F067_robot_cleaner,usage,start,completed,quiet_clean,2025-02-15T10:25:00+09:00,2025-02-15T11:11:00+09:00,2025-02-15,46,0.221,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,1,none,2025-02-15T11:11:00+09:00
TRAIN_000043253,U068,F068,F068_ROBOT_CLEANER,robot_cleaner,F068_robot_cleaner,usage,start,completed,auto_clean,2025-02-15T10:27:00+09:00,2025-02-15T11:16:00+09:00,2025-02-15,49,0.17,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,1,none,2025-02-15T11:16:00+09:00
TRAIN_000011032,U018,F018,F018_ROBOT_CLEANER,robot_cleaner,F018_robot_cleaner,usage,start,completed,edge_clean,2025-02-15T10:29:00+09:00,2025-02-15T11:28:00+09:00,2025-02-15,59,0.152,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,1,interval_change,2025-02-15T11:28:00+09:00
TRAIN_000056617,U089,F089,F089_ROBOT_CLEANER,robot_cleaner,F089_robot_cleaner,usage,start,completed,quiet_clean,2025-02-15T10:35:00+09:00,2025-02-15T11:33:00+09:00,2025-02-15,58,0.17,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,2,interval_and_frequency_change,2025-02-15T11:33:00+09:00
TRAIN_000049002,U077,F077,F077_ROBOT_CLEANER,robot_cleaner,F077_robot_cleaner,usage,start,completed,auto_clean,2025-02-15T10:38:00+09:00,2025-02-15T11:34:00+09:00,2025-02-15,56,0.168,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,1,none,2025-02-15T11:34:00+09:00
TRAIN_000057260,U090,F090,F090_ROBOT_CLEANER,robot_cleaner,F090_robot_cleaner,usage,start,completed,quiet_clean,2025-02-15T10:40:00+09:00,2025-02-15T11:38:00+09:00,2025-02-15,58,0.172,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,2,interval_and_frequency_change,2025-02-15T11:38:00+09:00
TRAIN_000025276,U040,F040,F040_ROBOT_CLEANER,robot_cleaner,F040_robot_cleaner,usage,start,completed,edge_clean,2025-02-15T10:41:00+09:00,2025-02-15T11:41:00+09:00,2025-02-15,60,0.221,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,1,interval_change,2025-02-15T11:41:00+09:00
TRAIN_000009763,U016,F016,F016_ROBOT_CLEANER,robot_cleaner,F016_robot_cleaner,usage,start,completed,quiet_clean,2025-02-15T10:44:00+09:00,2025-02-15T11:43:00+09:00,2025-02-15,59,0.195,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,1,interval_change,2025-02-15T11:43:00+09:00
TRAIN_000066177,U105,F105,F105_ROBOT_CLEANER,robot_cleaner,F105_robot_cleaner,usage,start,completed,quiet_clean,2025-02-15T10:45:00+09:00,2025-02-15T11:43:00+09:00,2025-02-15,58,0.195,,multi_family_synthetic_thinq_like_log,train,base_routine,1,3,1,1,interval_change,2025-02-15T11:43:00+09:00
TRAIN_000052201,U082,F082,F082_ROBOT_CLEANER,robot_cleaner,F082_robot_cleaner,usage,start,completed,edge_clean,2025-02-15T10:56:00+09:00,2025-02-15T12:00:00+09:00,2025-02-15,64,0.167,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,1,none,2025-02-15T12:00:00+09:00
TRAIN_000007838,U013,F013,F013_ROBOT_CLEANER,robot_cleaner,F013_robot_cleaner,usage,start,completed,quiet_clean,2025-02-15T11:03:00+09:00,2025-02-15T12:01:00+09:00,2025-02-15,58,0.163,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,1,interval_change,2025-02-15T12:01:00+09:00
TRAIN_000012979,U021,F021,F021_ROBOT_CLEANER,robot_cleaner,F021_robot_cleaner,usage,start,completed,auto_clean,2025-02-15T11:07:00+09:00,2025-02-15T12:05:00+09:00,2025-02-15,58,0.155,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,1,interval_change,2025-02-15T12:05:00+09:00
TRAIN_000025917,U041,F041,F041_ROBOT_CLEANER,robot_cleaner,F041_robot_cleaner,usage,start,completed,quiet_clean,2025-02-15T11:08:00+09:00,2025-02-15T12:08:00+09:00,2025-02-15,60,0.201,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,1,interval_change,2025-02-15T12:08:00+09:00
TRAIN_000045182,U071,F071,F071_ROBOT_CLEANER,robot_cleaner,F071_robot_cleaner,usage,start,completed,edge_clean,2025-02-15T11:11:00+09:00,2025-02-15T12:03:00+09:00,2025-02-15,52,0.205,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,1,none,2025-02-15T12:03:00+09:00
TRAIN_000061076,U096,F096,F096_ROBOT_CLEANER,robot_cleaner,F096_robot_cleaner,usage,start,completed,auto_clean,2025-02-15T11:11:00+09:00,2025-02-15T12:20:00+09:00,2025-02-15,69,0.192,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,2,interval_and_frequency_change,2025-02-15T12:20:00+09:00
TRAIN_000067177,U107,F107,F107_ROBOT_CLEANER,robot_cleaner,F107_robot_cleaner,usage,start,completed,edge_clean,2025-02-15T11:12:00+09:00,2025-02-15T12:09:00+09:00,2025-02-15,57,0.197,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,1,interval_change,2025-02-15T12:09:00+09:00
TRAIN_000000686,U002,F002,F002_ROBOT_CLEANER,robot_cleaner,F002_robot_cleaner,usage,start,completed,edge_clean,2025-02-15T11:13:00+09:00,2025-02-15T12:12:00+09:00,2025-02-15,59,0.193,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,1,interval_change,2025-02-15T12:12:00+09:00
TRAIN_000058550,U092,F092,F092_ROBOT_CLEANER,robot_cleaner,F092_robot_cleaner,usage,start,completed,edge_clean,2025-02-15T11:14:00+09:00,2025-02-15T12:06:00+09:00,2025-02-15,52,0.173,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,2,interval_and_frequency_change,2025-02-15T12:06:00+09:00
TRAIN_000010395,U017,F017,F017_ROBOT_CLEANER,robot_cleaner,F017_robot_cleaner,usage,start,completed,auto_clean,2025-02-15T11:16:00+09:00,2025-02-15T12:16:00+09:00,2025-02-15,60,0.193,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,1,interval_change,2025-02-15T12:16:00+09:00
TRAIN_000039385,U062,F062,F062_ROBOT_CLEANER,robot_cleaner,F062_robot_cleaner,usage,start,completed,quiet_clean,2025-02-15T11:21:00+09:00,2025-02-15T12:24:00+09:00,2025-02-15,63,0.171,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,1,interval_change,2025-02-15T12:24:00+09:00
TRAIN_000012317,U020,F020,F020_ROBOT_CLEANER,robot_cleaner,F020_robot_cleaner,usage,start,completed,auto_clean,2025-02-15T11:27:00+09:00,2025-02-15T12:22:00+09:00,2025-02-15,55,0.192,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,1,interval_change,2025-02-15T12:22:00+09:00
TRAIN_000029155,U046,F046,F046_ROBOT_CLEANER,robot_cleaner,F046_robot_cleaner,usage,start,completed,quiet_clean,2025-02-15T11:27:00+09:00,2025-02-15T12:29:00+09:00,2025-02-15,62,0.166,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,1,interval_change,2025-02-15T12:29:00+09:00
TRAIN_000033634,U053,F053,F053_ROBOT_CLEANER,robot_cleaner,F053_robot_cleaner,usage,start,completed,quiet_clean,2025-02-15T11:28:00+09:00,2025-02-15T12:15:00+09:00,2025-02-15,47,0.198,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,1,interval_change,2025-02-15T12:15:00+09:00
TRAIN_000048367,U076,F076,F076_ROBOT_CLEANER,robot_cleaner,F076_robot_cleaner,usage,start,completed,edge_clean,2025-02-15T11:29:00+09:00,2025-02-15T12:23:00+09:00,2025-02-15,54,0.195,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,1,none,2025-02-15T12:23:00+09:00
TRAIN_000041311,U065,F065,F065_ROBOT_CLEANER,robot_cleaner,F065_robot_cleaner,usage,start,completed,auto_clean,2025-02-15T11:31:00+09:00,2025-02-15T12:25:00+09:00,2025-02-15,54,0.149,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,1,interval_change,2025-02-15T12:25:00+09:00
TRAIN_000015593,U025,F025,F025_ROBOT_CLEANER,robot_cleaner,F025_robot_cleaner,usage,start,completed,edge_clean,2025-02-15T11:32:00+09:00,2025-02-15T12:20:00+09:00,2025-02-15,48,0.155,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,1,interval_change,2025-02-15T12:20:00+09:00
TRAIN_000005214,U009,F009,F009_ROBOT_CLEANER,robot_cleaner,F009_robot_cleaner,usage,start,completed,auto_clean,2025-02-15T11:34:00+09:00,2025-02-15T12:28:00+09:00,2025-02-15,54,0.199,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,1,interval_change,2025-02-15T12:28:00+09:00
TRAIN_000032997,U052,F052,F052_ROBOT_CLEANER,robot_cleaner,F052_robot_cleaner,usage,start,completed,auto_clean,2025-02-15T11:49:00+09:00,2025-02-15T12:39:00+09:00,2025-02-15,50,0.175,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,1,interval_change,2025-02-15T12:39:00+09:00
TRAIN_000047085,U074,F074,F074_ROBOT_CLEANER,robot_cleaner,F074_robot_cleaner,usage,start,completed,quiet_clean,2025-02-15T11:50:00+09:00,2025-02-15T12:45:00+09:00,2025-02-15,55,0.236,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,1,none,2025-02-15T12:45:00+09:00
TRAIN_000027865,U044,F044,F044_ROBOT_CLEANER,robot_cleaner,F044_robot_cleaner,usage,start,completed,auto_clean,2025-02-15T11:51:00+09:00,2025-02-15T12:50:00+09:00,2025-02-15,59,0.138,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,1,interval_change,2025-02-15T12:50:00+09:00
TRAIN_000038744,U061,F061,F061_ROBOT_CLEANER,robot_cleaner,F061_robot_cleaner,usage,start,completed,auto_clean,2025-02-15T11:59:00+09:00,2025-02-15T13:12:00+09:00,2025-02-15,73,0.167,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,1,interval_change,2025-02-15T13:12:00+09:00
TRAIN_000027203,U043,F043,F043_ROBOT_CLEANER,robot_cleaner,F043_robot_cleaner,usage,start,completed,edge_clean,2025-02-15T12:06:00+09:00,2025-02-15T12:56:00+09:00,2025-02-15,50,0.212,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,1,interval_change,2025-02-15T12:56:00+09:00
TRAIN_000030456,U048,F048,F048_ROBOT_CLEANER,robot_cleaner,F048_robot_cleaner,usage,start,completed,quiet_clean,2025-02-15T12:06:00+09:00,2025-02-15T12:52:00+09:00,2025-02-15,46,0.195,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,1,interval_change,2025-02-15T12:52:00+09:00
TRAIN_000020747,U033,F033,F033_ROBOT_CLEANER,robot_cleaner,F033_robot_cleaner,usage,start,completed,edge_clean,2025-02-15T12:13:00+09:00,2025-02-15T13:16:00+09:00,2025-02-15,63,0.181,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,1,interval_change,2025-02-15T13:16:00+09:00
TRAIN_000001986,U004,F004,F004_ROBOT_CLEANER,robot_cleaner,F004_robot_cleaner,usage,start,completed,edge_clean,2025-02-15T12:14:00+09:00,2025-02-15T13:03:00+09:00,2025-02-15,49,0.137,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,1,interval_change,2025-02-15T13:03:00+09:00
TRAIN_000063629,U100,F100,F100_ROBOT_CLEANER,robot_cleaner,F100_robot_cleaner,usage,start,completed,auto_clean,2025-02-15T12:14:00+09:00,2025-02-15T13:12:00+09:00,2025-02-15,58,0.145,,multi_family_synthetic_thinq_like_log,train,base_routine,1,3,1,1,interval_change,2025-02-15T13:12:00+09:00
TRAIN_000060444,U095,F095,F095_ROBOT_CLEANER,robot_cleaner,F095_robot_cleaner,usage,start,completed,auto_clean,2025-02-15T12:15:00+09:00,2025-02-15T13:01:00+09:00,2025-02-15,46,0.187,,multi_family_synthetic_thinq_like_log,train,base_routine,1,2,1,2,interval_and_frequency_change,2025-02-15T13:01:00+09:00
TRAIN_000047743,U075,F075,F075_ROBOT_CLEANER,robot_cleaner,F075_robot_cleaner,usage,start,completed,quiet_clean,2025-02-15T12:17:00+09:00,2025-02-15T13:18:00+09:00,2025-02-15,61,0.162,,multi_family_synthetic_thinq_like_log,train,base_routine,1,1,1,1,none,2025-02-15T13:18:00+09:00
