log_id,user_id,family_id,appliance_id,appliance_type,device_name,event_type,action_type,operation_state,mode,started_at,ended_at,usage_date,duration_minutes,energy_kwh,error_code,source,dataset_split,period_label,created_at
TRAIN_000449,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,standard,2025-03-25T21:32:00+09:00,2025-03-25T22:49:00+09:00,2025-03-25,77,1.039,,dummy_thinq_like_log,train,base_routine,2025-03-25T22:49:00+09:00
TRAIN_000085,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,edge_clean,2025-03-26T09:59:00+09:00,2025-03-26T10:57:00+09:00,2025-03-26,58,0.232,,dummy_thinq_like_log,train,base_routine,2025-03-26T10:57:00+09:00
TRAIN_000787,U001,F001,WM001,washer,세탁기,usage,start,completed,cotton,2025-03-26T18:46:00+09:00,2025-03-26T20:00:00+09:00,2025-03-26,74,0.618,,dummy_thinq_like_log,train,base_routine,2025-03-26T20:00:00+09:00
TRAIN_000788,U001,F001,DR001,dryer,건조기,usage,start,completed,speed_dry,2025-03-26T21:01:00+09:00,2025-03-26T22:24:00+09:00,2025-03-26,83,0.88,,dummy_thinq_like_log,train,base_routine,2025-03-26T22:24:00+09:00
TRAIN_000450,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,quick,2025-03-26T21:10:00+09:00,2025-03-26T22:17:00+09:00,2025-03-26,67,1.055,,dummy_thinq_like_log,train,base_routine,2025-03-26T22:17:00+09:00
TRAIN_000086,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,auto_clean,2025-03-27T09:53:00+09:00,2025-03-27T10:46:00+09:00,2025-03-27,53,0.203,,dummy_thinq_like_log,train,base_routine,2025-03-27T10:46:00+09:00
TRAIN_000451,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,quick,2025-03-27T20:55:00+09:00,2025-03-27T22:17:00+09:00,2025-03-27,82,1.173,,dummy_thinq_like_log,train,base_routine,2025-03-27T22:17:00+09:00
TRAIN_000087,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,auto_clean,2025-03-28T10:04:00+09:00,2025-03-28T10:56:00+09:00,2025-03-28,52,0.176,,dummy_thinq_like_log,train,base_routine,2025-03-28T10:56:00+09:00
TRAIN_000452,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,standard,2025-03-28T20:57:00+09:00,2025-03-28T22:22:00+09:00,2025-03-28,85,1.275,,dummy_thinq_like_log,train,base_routine,2025-03-28T22:22:00+09:00
TRAIN_000088,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,auto_clean,2025-03-29T09:58:00+09:00,2025-03-29T10:51:00+09:00,2025-03-29,53,0.172,,dummy_thinq_like_log,train,base_routine,2025-03-29T10:51:00+09:00
TRAIN_000789,U001,F001,WM001,washer,세탁기,usage,start,completed,cotton,2025-03-29T19:04:00+09:00,2025-03-29T20:16:00+09:00,2025-03-29,72,0.472,,dummy_thinq_like_log,train,base_routine,2025-03-29T20:16:00+09:00
TRAIN_000790,U001,F001,DR001,dryer,건조기,usage,start,completed,normal_dry,2025-03-29T21:23:00+09:00,2025-03-29T22:40:00+09:00,2025-03-29,77,1.52,,dummy_thinq_like_log,train,base_routine,2025-03-29T22:40:00+09:00
TRAIN_000453,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,quick,2025-03-29T21:30:00+09:00,2025-03-29T22:40:00+09:00,2025-03-29,70,1.001,,dummy_thinq_like_log,train,base_routine,2025-03-29T22:40:00+09:00
TRAIN_000089,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,auto_clean,2025-03-30T09:47:00+09:00,2025-03-30T10:38:00+09:00,2025-03-30,51,0.194,,dummy_thinq_like_log,train,base_routine,2025-03-30T10:38:00+09:00
TRAIN_000454,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,standard,2025-03-30T21:03:00+09:00,2025-03-30T22:16:00+09:00,2025-03-30,73,0.826,,dummy_thinq_like_log,train,base_routine,2025-03-30T22:16:00+09:00
TRAIN_000090,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,quiet_clean,2025-03-31T10:01:00+09:00,2025-03-31T10:57:00+09:00,2025-03-31,56,0.191,,dummy_thinq_like_log,train,base_routine,2025-03-31T10:57:00+09:00
TRAIN_000455,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,intensive,2025-03-31T21:09:00+09:00,2025-03-31T22:30:00+09:00,2025-03-31,81,0.862,,dummy_thinq_like_log,train,base_routine,2025-03-31T22:30:00+09:00
TRAIN_000091,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,edge_clean,2025-04-01T10:20:00+09:00,2025-04-01T11:15:00+09:00,2025-04-01,55,0.158,,dummy_thinq_like_log,train,base_routine,2025-04-01T11:15:00+09:00
TRAIN_000791,U001,F001,WM001,washer,세탁기,usage,start,completed,bedding,2025-04-01T18:53:00+09:00,2025-04-01T20:04:00+09:00,2025-04-01,71,0.6,,dummy_thinq_like_log,train,base_routine,2025-04-01T20:04:00+09:00
TRAIN_000792,U001,F001,DR001,dryer,건조기,usage,start,completed,bedding_dry,2025-04-01T21:03:00+09:00,2025-04-01T22:30:00+09:00,2025-04-01,87,1.037,,dummy_thinq_like_log,train,base_routine,2025-04-01T22:30:00+09:00
TRAIN_000456,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,standard,2025-04-01T21:12:00+09:00,2025-04-01T22:29:00+09:00,2025-04-01,77,0.92,,dummy_thinq_like_log,train,base_routine,2025-04-01T22:29:00+09:00
TRAIN_000092,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,auto_clean,2025-04-02T10:01:00+09:00,2025-04-02T10:55:00+09:00,2025-04-02,54,0.243,,dummy_thinq_like_log,train,base_routine,2025-04-02T10:55:00+09:00
TRAIN_000457,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,intensive,2025-04-02T21:00:00+09:00,2025-04-02T22:05:00+09:00,2025-04-02,65,0.992,,dummy_thinq_like_log,train,base_routine,2025-04-02T22:05:00+09:00
TRAIN_000093,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,edge_clean,2025-04-03T10:06:00+09:00,2025-04-03T11:04:00+09:00,2025-04-03,58,0.157,,dummy_thinq_like_log,train,base_routine,2025-04-03T11:04:00+09:00
TRAIN_000458,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,intensive,2025-04-03T20:45:00+09:00,2025-04-03T22:08:00+09:00,2025-04-03,83,0.905,,dummy_thinq_like_log,train,base_routine,2025-04-03T22:08:00+09:00
TRAIN_000094,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,edge_clean,2025-04-04T09:40:00+09:00,2025-04-04T10:37:00+09:00,2025-04-04,57,0.147,,dummy_thinq_like_log,train,base_routine,2025-04-04T10:37:00+09:00
TRAIN_000793,U001,F001,WM001,washer,세탁기,usage,start,completed,cotton,2025-04-04T18:42:00+09:00,2025-04-04T19:48:00+09:00,2025-04-04,66,0.576,,dummy_thinq_like_log,train,base_routine,2025-04-04T19:48:00+09:00
TRAIN_000459,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,intensive,2025-04-04T20:48:00+09:00,2025-04-04T22:02:00+09:00,2025-04-04,74,0.92,,dummy_thinq_like_log,train,base_routine,2025-04-04T22:02:00+09:00
TRAIN_000794,U001,F001,DR001,dryer,건조기,usage,start,completed,normal_dry,2025-04-04T20:58:00+09:00,2025-04-04T22:42:00+09:00,2025-04-04,104,1.533,,dummy_thinq_like_log,train,base_routine,2025-04-04T22:42:00+09:00
TRAIN_000095,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,quiet_clean,2025-04-05T09:43:00+09:00,2025-04-05T10:40:00+09:00,2025-04-05,57,0.194,,dummy_thinq_like_log,train,base_routine,2025-04-05T10:40:00+09:00
TRAIN_000460,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,quick,2025-04-05T21:25:00+09:00,2025-04-05T22:52:00+09:00,2025-04-05,87,0.742,,dummy_thinq_like_log,train,base_routine,2025-04-05T22:52:00+09:00
TRAIN_000096,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,auto_clean,2025-04-06T10:08:00+09:00,2025-04-06T11:10:00+09:00,2025-04-06,62,0.194,,dummy_thinq_like_log,train,base_routine,2025-04-06T11:10:00+09:00
TRAIN_000461,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,standard,2025-04-06T20:59:00+09:00,2025-04-06T22:13:00+09:00,2025-04-06,74,0.995,,dummy_thinq_like_log,train,base_routine,2025-04-06T22:13:00+09:00
TRAIN_000097,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,quiet_clean,2025-04-07T09:49:00+09:00,2025-04-07T10:40:00+09:00,2025-04-07,51,0.188,,dummy_thinq_like_log,train,base_routine,2025-04-07T10:40:00+09:00
TRAIN_000795,U001,F001,WM001,washer,세탁기,usage,start,completed,delicate,2025-04-07T19:25:00+09:00,2025-04-07T20:27:00+09:00,2025-04-07,62,0.588,,dummy_thinq_like_log,train,base_routine,2025-04-07T20:27:00+09:00
TRAIN_000462,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,intensive,2025-04-07T20:55:00+09:00,2025-04-07T22:26:00+09:00,2025-04-07,91,1.099,,dummy_thinq_like_log,train,base_routine,2025-04-07T22:26:00+09:00
TRAIN_000796,U001,F001,DR001,dryer,건조기,usage,start,completed,speed_dry,2025-04-07T21:42:00+09:00,2025-04-07T23:25:00+09:00,2025-04-07,103,1.451,,dummy_thinq_like_log,train,base_routine,2025-04-07T23:25:00+09:00
TRAIN_000098,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,edge_clean,2025-04-08T10:05:00+09:00,2025-04-08T10:58:00+09:00,2025-04-08,53,0.177,,dummy_thinq_like_log,train,base_routine,2025-04-08T10:58:00+09:00
TRAIN_000463,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,intensive,2025-04-08T20:51:00+09:00,2025-04-08T21:54:00+09:00,2025-04-08,63,1.049,,dummy_thinq_like_log,train,base_routine,2025-04-08T21:54:00+09:00
TRAIN_000099,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,edge_clean,2025-04-09T10:13:00+09:00,2025-04-09T11:09:00+09:00,2025-04-09,56,0.224,,dummy_thinq_like_log,train,base_routine,2025-04-09T11:09:00+09:00
TRAIN_000464,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,intensive,2025-04-09T21:16:00+09:00,2025-04-09T22:18:00+09:00,2025-04-09,62,0.947,,dummy_thinq_like_log,train,base_routine,2025-04-09T22:18:00+09:00
TRAIN_000100,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,edge_clean,2025-04-10T10:14:00+09:00,2025-04-10T11:07:00+09:00,2025-04-10,53,0.185,,dummy_thinq_like_log,train,base_routine,2025-04-10T11:07:00+09:00
TRAIN_000797,U001,F001,WM001,washer,세탁기,usage,start,completed,bedding,2025-04-10T19:29:00+09:00,2025-04-10T20:26:00+09:00,2025-04-10,57,0.613,,dummy_thinq_like_log,train,base_routine,2025-04-10T20:26:00+09:00
TRAIN_000465,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,intensive,2025-04-10T21:32:00+09:00,2025-04-10T22:56:00+09:00,2025-04-10,84,0.971,,dummy_thinq_like_log,train,base_routine,2025-04-10T22:56:00+09:00
TRAIN_000798,U001,F001,DR001,dryer,건조기,usage,start,completed,normal_dry,2025-04-10T21:41:00+09:00,2025-04-10T23:03:00+09:00,2025-04-10,82,1.229,,dummy_thinq_like_log,train,base_routine,2025-04-10T23:03:00+09:00
TRAIN_000101,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,auto_clean,2025-04-11T09:50:00+09:00,2025-04-11T10:42:00+09:00,2025-04-11,52,0.127,,dummy_thinq_like_log,train,base_routine,2025-04-11T10:42:00+09:00
TRAIN_000466,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,intensive,2025-04-11T21:34:00+09:00,2025-04-11T23:07:00+09:00,2025-04-11,93,1.097,,dummy_thinq_like_log,train,base_routine,2025-04-11T23:07:00+09:00
TRAIN_000102,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,edge_clean,2025-04-12T09:46:00+09:00,2025-04-12T10:55:00+09:00,2025-04-12,69,0.134,,dummy_thinq_like_log,train,base_routine,2025-04-12T10:55:00+09:00
TRAIN_000467,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,quick,2025-04-12T21:23:00+09:00,2025-04-12T22:38:00+09:00,2025-04-12,75,0.93,,dummy_thinq_like_log,train,base_routine,2025-04-12T22:38:00+09:00
TRAIN_000103,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,edge_clean,2025-04-13T10:00:00+09:00,2025-04-13T10:52:00+09:00,2025-04-13,52,0.178,,dummy_thinq_like_log,train,base_routine,2025-04-13T10:52:00+09:00
TRAIN_000799,U001,F001,WM001,washer,세탁기,usage,start,completed,cotton,2025-04-13T19:21:00+09:00,2025-04-13T20:23:00+09:00,2025-04-13,62,0.355,,dummy_thinq_like_log,train,base_routine,2025-04-13T20:23:00+09:00
TRAIN_000468,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,quick,2025-04-13T20:59:00+09:00,2025-04-13T22:18:00+09:00,2025-04-13,79,1.1,,dummy_thinq_like_log,train,base_routine,2025-04-13T22:18:00+09:00
TRAIN_000800,U001,F001,DR001,dryer,건조기,usage,start,completed,normal_dry,2025-04-13T21:14:00+09:00,2025-04-13T22:31:00+09:00,2025-04-13,77,1.258,,dummy_thinq_like_log,train,base_routine,2025-04-13T22:31:00+09:00
TRAIN_000104,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,quiet_clean,2025-04-14T09:47:00+09:00,2025-04-14T10:39:00+09:00,2025-04-14,52,0.219,,dummy_thinq_like_log,train,base_routine,2025-04-14T10:39:00+09:00
TRAIN_000469,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,standard,2025-04-14T21:21:00+09:00,2025-04-14T22:42:00+09:00,2025-04-14,81,0.84,,dummy_thinq_like_log,train,base_routine,2025-04-14T22:42:00+09:00
TRAIN_000105,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,quiet_clean,2025-04-15T10:07:00+09:00,2025-04-15T11:16:00+09:00,2025-04-15,69,0.215,,dummy_thinq_like_log,train,base_routine,2025-04-15T11:16:00+09:00
TRAIN_000470,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,intensive,2025-04-15T20:54:00+09:00,2025-04-15T22:27:00+09:00,2025-04-15,93,0.885,,dummy_thinq_like_log,train,base_routine,2025-04-15T22:27:00+09:00
TRAIN_000106,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,edge_clean,2025-04-16T09:58:00+09:00,2025-04-16T11:07:00+09:00,2025-04-16,69,0.193,,dummy_thinq_like_log,train,base_routine,2025-04-16T11:07:00+09:00
TRAIN_000801,U001,F001,WM001,washer,세탁기,usage,start,completed,delicate,2025-04-16T18:45:00+09:00,2025-04-16T19:48:00+09:00,2025-04-16,63,0.613,,dummy_thinq_like_log,train,base_routine,2025-04-16T19:48:00+09:00
TRAIN_000802,U001,F001,DR001,dryer,건조기,usage,start,completed,speed_dry,2025-04-16T21:01:00+09:00,2025-04-16T22:20:00+09:00,2025-04-16,79,1.373,,dummy_thinq_like_log,train,base_routine,2025-04-16T22:20:00+09:00
TRAIN_000471,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,standard,2025-04-16T21:01:00+09:00,2025-04-16T22:00:00+09:00,2025-04-16,59,1.173,,dummy_thinq_like_log,train,base_routine,2025-04-16T22:00:00+09:00
TRAIN_000107,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,quiet_clean,2025-04-17T09:48:00+09:00,2025-04-17T10:41:00+09:00,2025-04-17,53,0.182,,dummy_thinq_like_log,train,base_routine,2025-04-17T10:41:00+09:00
TRAIN_000472,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,standard,2025-04-17T21:26:00+09:00,2025-04-17T22:42:00+09:00,2025-04-17,76,1.019,,dummy_thinq_like_log,train,base_routine,2025-04-17T22:42:00+09:00
TRAIN_000108,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,auto_clean,2025-04-18T09:42:00+09:00,2025-04-18T10:45:00+09:00,2025-04-18,63,0.145,,dummy_thinq_like_log,train,base_routine,2025-04-18T10:45:00+09:00
TRAIN_000473,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,intensive,2025-04-18T21:29:00+09:00,2025-04-18T22:59:00+09:00,2025-04-18,90,0.911,,dummy_thinq_like_log,train,base_routine,2025-04-18T22:59:00+09:00
TRAIN_000109,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,quiet_clean,2025-04-19T10:04:00+09:00,2025-04-19T10:57:00+09:00,2025-04-19,53,0.215,,dummy_thinq_like_log,train,base_routine,2025-04-19T10:57:00+09:00
TRAIN_000803,U001,F001,WM001,washer,세탁기,usage,start,completed,delicate,2025-04-19T18:41:00+09:00,2025-04-19T19:32:00+09:00,2025-04-19,51,0.603,,dummy_thinq_like_log,train,base_routine,2025-04-19T19:32:00+09:00
TRAIN_000804,U001,F001,DR001,dryer,건조기,usage,start,completed,speed_dry,2025-04-19T20:43:00+09:00,2025-04-19T22:07:00+09:00,2025-04-19,84,0.897,,dummy_thinq_like_log,train,base_routine,2025-04-19T22:07:00+09:00
TRAIN_000474,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,standard,2025-04-19T21:03:00+09:00,2025-04-19T22:16:00+09:00,2025-04-19,73,0.88,,dummy_thinq_like_log,train,base_routine,2025-04-19T22:16:00+09:00
TRAIN_000110,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,auto_clean,2025-04-20T10:06:00+09:00,2025-04-20T11:16:00+09:00,2025-04-20,70,0.202,,dummy_thinq_like_log,train,base_routine,2025-04-20T11:16:00+09:00
TRAIN_000475,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,quick,2025-04-20T20:52:00+09:00,2025-04-20T22:13:00+09:00,2025-04-20,81,1.028,,dummy_thinq_like_log,train,base_routine,2025-04-20T22:13:00+09:00
TRAIN_000111,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,quiet_clean,2025-04-21T10:01:00+09:00,2025-04-21T10:55:00+09:00,2025-04-21,54,0.145,,dummy_thinq_like_log,train,base_routine,2025-04-21T10:55:00+09:00
TRAIN_000476,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,quick,2025-04-21T21:18:00+09:00,2025-04-21T22:41:00+09:00,2025-04-21,83,0.9,,dummy_thinq_like_log,train,base_routine,2025-04-21T22:41:00+09:00
TRAIN_000112,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,quiet_clean,2025-04-22T09:46:00+09:00,2025-04-22T10:53:00+09:00,2025-04-22,67,0.199,,dummy_thinq_like_log,train,base_routine,2025-04-22T10:53:00+09:00
TRAIN_000805,U001,F001,WM001,washer,세탁기,usage,start,completed,cotton,2025-04-22T19:00:00+09:00,2025-04-22T19:50:00+09:00,2025-04-22,50,0.575,,dummy_thinq_like_log,train,base_routine,2025-04-22T19:50:00+09:00
TRAIN_000806,U001,F001,DR001,dryer,건조기,usage,start,completed,speed_dry,2025-04-22T21:00:00+09:00,2025-04-22T22:11:00+09:00,2025-04-22,71,1.17,,dummy_thinq_like_log,train,base_routine,2025-04-22T22:11:00+09:00
TRAIN_000477,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,quick,2025-04-22T21:29:00+09:00,2025-04-22T22:31:00+09:00,2025-04-22,62,1.101,,dummy_thinq_like_log,train,base_routine,2025-04-22T22:31:00+09:00
TRAIN_000113,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,quiet_clean,2025-04-23T10:20:00+09:00,2025-04-23T11:07:00+09:00,2025-04-23,47,0.181,,dummy_thinq_like_log,train,base_routine,2025-04-23T11:07:00+09:00
TRAIN_000478,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,quick,2025-04-23T20:51:00+09:00,2025-04-23T22:00:00+09:00,2025-04-23,69,1.218,,dummy_thinq_like_log,train,base_routine,2025-04-23T22:00:00+09:00
TRAIN_000114,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,edge_clean,2025-04-24T10:09:00+09:00,2025-04-24T10:59:00+09:00,2025-04-24,50,0.189,,dummy_thinq_like_log,train,base_routine,2025-04-24T10:59:00+09:00
TRAIN_000479,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,quick,2025-04-24T21:05:00+09:00,2025-04-24T22:33:00+09:00,2025-04-24,88,0.953,,dummy_thinq_like_log,train,base_routine,2025-04-24T22:33:00+09:00
TRAIN_000115,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,edge_clean,2025-04-25T09:45:00+09:00,2025-04-25T10:45:00+09:00,2025-04-25,60,0.111,,dummy_thinq_like_log,train,base_routine,2025-04-25T10:45:00+09:00
TRAIN_000807,U001,F001,WM001,washer,세탁기,usage,start,completed,quick_wash,2025-04-25T18:59:00+09:00,2025-04-25T19:58:00+09:00,2025-04-25,59,0.597,,dummy_thinq_like_log,train,base_routine,2025-04-25T19:58:00+09:00
TRAIN_000808,U001,F001,DR001,dryer,건조기,usage,start,completed,speed_dry,2025-04-25T20:59:00+09:00,2025-04-25T22:36:00+09:00,2025-04-25,97,1.301,,dummy_thinq_like_log,train,base_routine,2025-04-25T22:36:00+09:00
TRAIN_000480,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,intensive,2025-04-25T21:01:00+09:00,2025-04-25T22:17:00+09:00,2025-04-25,76,0.997,,dummy_thinq_like_log,train,base_routine,2025-04-25T22:17:00+09:00
TRAIN_000116,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,edge_clean,2025-04-26T10:07:00+09:00,2025-04-26T11:03:00+09:00,2025-04-26,56,0.192,,dummy_thinq_like_log,train,base_routine,2025-04-26T11:03:00+09:00
TRAIN_000481,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,standard,2025-04-26T21:16:00+09:00,2025-04-26T22:36:00+09:00,2025-04-26,80,0.841,,dummy_thinq_like_log,train,base_routine,2025-04-26T22:36:00+09:00
TRAIN_000117,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,edge_clean,2025-04-27T10:01:00+09:00,2025-04-27T10:39:00+09:00,2025-04-27,38,0.162,,dummy_thinq_like_log,train,base_routine,2025-04-27T10:39:00+09:00
TRAIN_000482,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,quick,2025-04-27T20:53:00+09:00,2025-04-27T22:20:00+09:00,2025-04-27,87,1.029,,dummy_thinq_like_log,train,base_routine,2025-04-27T22:20:00+09:00
TRAIN_000118,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,auto_clean,2025-04-28T10:14:00+09:00,2025-04-28T10:56:00+09:00,2025-04-28,42,0.224,,dummy_thinq_like_log,train,base_routine,2025-04-28T10:56:00+09:00
TRAIN_000809,U001,F001,WM001,washer,세탁기,usage,start,completed,delicate,2025-04-28T18:47:00+09:00,2025-04-28T19:44:00+09:00,2025-04-28,57,0.418,,dummy_thinq_like_log,train,base_routine,2025-04-28T19:44:00+09:00
TRAIN_000810,U001,F001,DR001,dryer,건조기,usage,start,completed,normal_dry,2025-04-28T20:40:00+09:00,2025-04-28T22:01:00+09:00,2025-04-28,81,0.823,,dummy_thinq_like_log,train,base_routine,2025-04-28T22:01:00+09:00
TRAIN_000483,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,standard,2025-04-28T21:31:00+09:00,2025-04-28T22:46:00+09:00,2025-04-28,75,0.839,,dummy_thinq_like_log,train,base_routine,2025-04-28T22:46:00+09:00
TRAIN_000119,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,edge_clean,2025-04-29T10:00:00+09:00,2025-04-29T11:02:00+09:00,2025-04-29,62,0.163,,dummy_thinq_like_log,train,base_routine,2025-04-29T11:02:00+09:00
TRAIN_000484,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,standard,2025-04-29T21:26:00+09:00,2025-04-29T22:28:00+09:00,2025-04-29,62,0.978,,dummy_thinq_like_log,train,base_routine,2025-04-29T22:28:00+09:00
TRAIN_000120,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,quiet_clean,2025-04-30T09:48:00+09:00,2025-04-30T10:52:00+09:00,2025-04-30,64,0.187,,dummy_thinq_like_log,train,base_routine,2025-04-30T10:52:00+09:00
TRAIN_000485,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,quick,2025-04-30T20:46:00+09:00,2025-04-30T22:00:00+09:00,2025-04-30,74,0.595,,dummy_thinq_like_log,train,base_routine,2025-04-30T22:00:00+09:00
TRAIN_000121,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,quiet_clean,2025-05-01T10:13:00+09:00,2025-05-01T11:10:00+09:00,2025-05-01,57,0.154,,dummy_thinq_like_log,train,base_routine,2025-05-01T11:10:00+09:00
TRAIN_000811,U001,F001,WM001,washer,세탁기,usage,start,completed,bedding,2025-05-01T19:03:00+09:00,2025-05-01T20:00:00+09:00,2025-05-01,57,0.676,,dummy_thinq_like_log,train,base_routine,2025-05-01T20:00:00+09:00
TRAIN_000486,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,quick,2025-05-01T20:50:00+09:00,2025-05-01T22:19:00+09:00,2025-05-01,89,0.87,,dummy_thinq_like_log,train,base_routine,2025-05-01T22:19:00+09:00
TRAIN_000812,U001,F001,DR001,dryer,건조기,usage,start,completed,normal_dry,2025-05-01T20:58:00+09:00,2025-05-01T22:06:00+09:00,2025-05-01,68,1.45,,dummy_thinq_like_log,train,base_routine,2025-05-01T22:06:00+09:00
TRAIN_000122,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,auto_clean,2025-05-02T10:01:00+09:00,2025-05-02T10:55:00+09:00,2025-05-02,54,0.192,,dummy_thinq_like_log,train,base_routine,2025-05-02T10:55:00+09:00
TRAIN_000487,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,standard,2025-05-02T21:34:00+09:00,2025-05-02T22:38:00+09:00,2025-05-02,64,1.123,,dummy_thinq_like_log,train,base_routine,2025-05-02T22:38:00+09:00
TRAIN_000123,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,quiet_clean,2025-05-03T09:43:00+09:00,2025-05-03T10:30:00+09:00,2025-05-03,47,0.176,,dummy_thinq_like_log,train,base_routine,2025-05-03T10:30:00+09:00
TRAIN_000488,U001,F001,DW001,dishwasher,주방 식기세척기,usage,start,completed,quick,2025-05-03T21:21:00+09:00,2025-05-03T22:42:00+09:00,2025-05-03,81,1.229,,dummy_thinq_like_log,train,base_routine,2025-05-03T22:42:00+09:00
TRAIN_000124,U001,F001,RC001,robot_cleaner,거실 로봇청소기,usage,start,completed,quiet_clean,2025-05-04T09:45:00+09:00,2025-05-04T10:34:00+09:00,2025-05-04,49,0.155,,dummy_thinq_like_log,train,base_routine,2025-05-04T10:34:00+09:00
