params_id,appliance_type,expected_change_type,actual_change_type,pass_change_type,base_cycle_days,recent_cycle_days,adapted_cycle_days,cycle_changed,base_daily_frequency,recent_daily_frequency,adapted_daily_frequency,frequency_changed,change_type,change_confidence,next_expected_date,reason
params_0570,robot_cleaner,interval_change,interval_change,True,1.0,2.0,1.3,True,1.0,1.0,1.0,False,interval_change,0.6292,2026-03-31,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 1.0일마다 사용했지만, 최근에는 약 2.0일 간격으로 사용되고 있어요."
params_0570,washer,interval_change,none,False,3.0,4.0,3.0,False,1.0,1.0,1.0,False,none,0,2026-04-01,최근 사용 패턴은 기존 루틴과 크게 다르지 않아요.
params_0571,dishwasher,frequency_change,frequency_change,True,1.0,1.0,1.0,False,1.0,1.9,1.27,True,frequency_change,0.6429,2026-04-01,"최근 하루 사용 횟수가 늘어난 것 같아요. 기존에는 하루 1.0회 사용했지만, 최근에는 하루 1.9회 사용하는 패턴이 보여요."
params_0571,dryer,interval_change,interval_change,True,3.0,4.0,3.3,True,1.0,1.0,1.0,False,interval_change,0.6929,2026-03-31,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 3.0일마다 사용했지만, 최근에는 약 4.0일 간격으로 사용되고 있어요."
params_0571,robot_cleaner,interval_change,interval_change,True,1.0,2.0,1.3,True,1.0,1.0,1.0,False,interval_change,0.6292,2026-03-31,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 1.0일마다 사용했지만, 최근에는 약 2.0일 간격으로 사용되고 있어요."
params_0571,washer,interval_change,none,False,3.0,4.0,3.0,False,1.0,1.0,1.0,False,none,0,2026-04-01,최근 사용 패턴은 기존 루틴과 크게 다르지 않아요.
params_0572,dishwasher,frequency_change,frequency_change,True,1.0,1.0,1.0,False,1.0,1.9,1.27,True,frequency_change,0.6429,2026-04-01,"최근 하루 사용 횟수가 늘어난 것 같아요. 기존에는 하루 1.0회 사용했지만, 최근에는 하루 1.9회 사용하는 패턴이 보여요."
params_0572,dryer,interval_change,interval_change,True,3.0,4.0,3.3,True,1.0,1.0,1.0,False,interval_change,0.6929,2026-03-31,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 3.0일마다 사용했지만, 최근에는 약 4.0일 간격으로 사용되고 있어요."
params_0572,robot_cleaner,interval_change,interval_change,True,1.0,2.0,1.3,True,1.0,1.0,1.0,False,interval_change,0.6292,2026-03-31,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 1.0일마다 사용했지만, 최근에는 약 2.0일 간격으로 사용되고 있어요."
params_0572,washer,interval_change,none,False,3.0,4.0,3.0,False,1.0,1.0,1.0,False,none,0,2026-04-01,최근 사용 패턴은 기존 루틴과 크게 다르지 않아요.
params_0573,dishwasher,frequency_change,none,False,1.0,1.0,1.0,False,1.0,1.86,1.0,False,none,0,2026-04-01,최근 사용 패턴은 기존 루틴과 크게 다르지 않아요.
params_0573,dryer,interval_change,interval_change,True,3.0,4.0,3.3,True,1.0,1.0,1.0,False,interval_change,0.6929,2026-03-31,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 3.0일마다 사용했지만, 최근에는 약 4.0일 간격으로 사용되고 있어요."
params_0573,robot_cleaner,interval_change,interval_change,True,1.0,2.0,1.3,True,1.0,1.0,1.0,False,interval_change,0.6292,2026-03-31,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 1.0일마다 사용했지만, 최근에는 약 2.0일 간격으로 사용되고 있어요."
params_0573,washer,interval_change,none,False,3.0,4.0,3.0,False,1.0,1.0,1.0,False,none,0,2026-04-01,최근 사용 패턴은 기존 루틴과 크게 다르지 않아요.
params_0574,dishwasher,frequency_change,none,False,1.0,1.0,1.0,False,1.0,1.93,1.0,False,none,0,2026-04-01,최근 사용 패턴은 기존 루틴과 크게 다르지 않아요.
params_0574,dryer,interval_change,interval_change,True,3.0,4.0,3.3,True,1.0,1.0,1.0,False,interval_change,0.6929,2026-03-31,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 3.0일마다 사용했지만, 최근에는 약 4.0일 간격으로 사용되고 있어요."
params_0574,robot_cleaner,interval_change,interval_change,True,1.0,2.0,1.3,True,1.0,1.0,1.0,False,interval_change,0.6292,2026-03-31,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 1.0일마다 사용했지만, 최근에는 약 2.0일 간격으로 사용되고 있어요."
params_0574,washer,interval_change,none,False,3.0,4.0,3.0,False,1.0,1.0,1.0,False,none,0,2026-04-01,최근 사용 패턴은 기존 루틴과 크게 다르지 않아요.
params_0575,dishwasher,frequency_change,none,False,1.0,1.0,1.0,False,1.0,1.9,1.0,False,none,0,2026-04-01,최근 사용 패턴은 기존 루틴과 크게 다르지 않아요.
params_0575,dryer,interval_change,interval_change,True,3.0,4.0,3.3,True,1.0,1.0,1.0,False,interval_change,0.6929,2026-03-31,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 3.0일마다 사용했지만, 최근에는 약 4.0일 간격으로 사용되고 있어요."
params_0575,robot_cleaner,interval_change,interval_change,True,1.0,2.0,1.3,True,1.0,1.0,1.0,False,interval_change,0.6292,2026-03-31,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 1.0일마다 사용했지만, 최근에는 약 2.0일 간격으로 사용되고 있어요."
params_0575,washer,interval_change,none,False,3.0,4.0,3.0,False,1.0,1.0,1.0,False,none,0,2026-04-01,최근 사용 패턴은 기존 루틴과 크게 다르지 않아요.
params_0576,dishwasher,frequency_change,none,False,1.0,1.0,1.0,False,1.0,1.9,1.0,False,none,0,2026-04-01,최근 사용 패턴은 기존 루틴과 크게 다르지 않아요.
params_0576,dryer,interval_change,interval_change,True,3.0,4.0,3.3,True,1.0,1.0,1.0,False,interval_change,0.6929,2026-03-31,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 3.0일마다 사용했지만, 최근에는 약 4.0일 간격으로 사용되고 있어요."
params_0576,robot_cleaner,interval_change,interval_change,True,1.0,2.0,1.3,True,1.0,1.0,1.0,False,interval_change,0.6292,2026-03-31,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 1.0일마다 사용했지만, 최근에는 약 2.0일 간격으로 사용되고 있어요."
params_0576,washer,interval_change,none,False,3.0,4.0,3.0,False,1.0,1.0,1.0,False,none,0,2026-04-01,최근 사용 패턴은 기존 루틴과 크게 다르지 않아요.
params_0577,dishwasher,frequency_change,frequency_change,True,1.0,1.0,1.0,False,1.0,1.86,1.43,True,frequency_change,0.86,2026-04-01,"최근 하루 사용 횟수가 늘어난 것 같아요. 기존에는 하루 1.0회 사용했지만, 최근에는 하루 1.86회 사용하는 패턴이 보여요."
params_0577,dryer,interval_change,interval_change,True,3.0,4.0,3.5,True,1.0,1.0,1.0,False,interval_change,0.6929,2026-04-01,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 3.0일마다 사용했지만, 최근에는 약 4.0일 간격으로 사용되고 있어요."
params_0577,robot_cleaner,interval_change,interval_change,True,1.0,2.0,1.5,True,1.0,1.0,1.0,False,interval_change,0.6292,2026-04-01,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 1.0일마다 사용했지만, 최근에는 약 2.0일 간격으로 사용되고 있어요."
params_0577,washer,interval_change,none,False,3.0,4.0,3.0,False,1.0,1.0,1.0,False,none,0,2026-04-01,최근 사용 패턴은 기존 루틴과 크게 다르지 않아요.
params_0578,dishwasher,frequency_change,frequency_change,True,1.0,1.0,1.0,False,1.0,1.93,1.46,True,frequency_change,0.93,2026-04-01,"최근 하루 사용 횟수가 늘어난 것 같아요. 기존에는 하루 1.0회 사용했지만, 최근에는 하루 1.93회 사용하는 패턴이 보여요."
params_0578,dryer,interval_change,interval_change,True,3.0,4.0,3.5,True,1.0,1.0,1.0,False,interval_change,0.6929,2026-04-01,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 3.0일마다 사용했지만, 최근에는 약 4.0일 간격으로 사용되고 있어요."
params_0578,robot_cleaner,interval_change,interval_change,True,1.0,2.0,1.5,True,1.0,1.0,1.0,False,interval_change,0.6292,2026-04-01,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 1.0일마다 사용했지만, 최근에는 약 2.0일 간격으로 사용되고 있어요."
params_0578,washer,interval_change,none,False,3.0,4.0,3.0,False,1.0,1.0,1.0,False,none,0,2026-04-01,최근 사용 패턴은 기존 루틴과 크게 다르지 않아요.
params_0579,dishwasher,frequency_change,frequency_change,True,1.0,1.0,1.0,False,1.0,1.9,1.45,True,frequency_change,0.9,2026-04-01,"최근 하루 사용 횟수가 늘어난 것 같아요. 기존에는 하루 1.0회 사용했지만, 최근에는 하루 1.9회 사용하는 패턴이 보여요."
params_0579,dryer,interval_change,interval_change,True,3.0,4.0,3.5,True,1.0,1.0,1.0,False,interval_change,0.6929,2026-04-01,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 3.0일마다 사용했지만, 최근에는 약 4.0일 간격으로 사용되고 있어요."
params_0579,robot_cleaner,interval_change,interval_change,True,1.0,2.0,1.5,True,1.0,1.0,1.0,False,interval_change,0.6292,2026-04-01,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 1.0일마다 사용했지만, 최근에는 약 2.0일 간격으로 사용되고 있어요."
params_0579,washer,interval_change,none,False,3.0,4.0,3.0,False,1.0,1.0,1.0,False,none,0,2026-04-01,최근 사용 패턴은 기존 루틴과 크게 다르지 않아요.
params_0580,dishwasher,frequency_change,frequency_change,True,1.0,1.0,1.0,False,1.0,1.9,1.45,True,frequency_change,0.9,2026-04-01,"최근 하루 사용 횟수가 늘어난 것 같아요. 기존에는 하루 1.0회 사용했지만, 최근에는 하루 1.9회 사용하는 패턴이 보여요."
params_0580,dryer,interval_change,interval_change,True,3.0,4.0,3.5,True,1.0,1.0,1.0,False,interval_change,0.6929,2026-04-01,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 3.0일마다 사용했지만, 최근에는 약 4.0일 간격으로 사용되고 있어요."
params_0580,robot_cleaner,interval_change,interval_change,True,1.0,2.0,1.5,True,1.0,1.0,1.0,False,interval_change,0.6292,2026-04-01,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 1.0일마다 사용했지만, 최근에는 약 2.0일 간격으로 사용되고 있어요."
params_0580,washer,interval_change,none,False,3.0,4.0,3.0,False,1.0,1.0,1.0,False,none,0,2026-04-01,최근 사용 패턴은 기존 루틴과 크게 다르지 않아요.
params_0581,dishwasher,frequency_change,frequency_change,True,1.0,1.0,1.0,False,1.0,1.86,1.43,True,frequency_change,0.86,2026-04-01,"최근 하루 사용 횟수가 늘어난 것 같아요. 기존에는 하루 1.0회 사용했지만, 최근에는 하루 1.86회 사용하는 패턴이 보여요."
params_0581,dryer,interval_change,interval_change,True,3.0,4.0,3.5,True,1.0,1.0,1.0,False,interval_change,0.6929,2026-04-01,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 3.0일마다 사용했지만, 최근에는 약 4.0일 간격으로 사용되고 있어요."
params_0581,robot_cleaner,interval_change,interval_change,True,1.0,2.0,1.5,True,1.0,1.0,1.0,False,interval_change,0.6292,2026-04-01,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 1.0일마다 사용했지만, 최근에는 약 2.0일 간격으로 사용되고 있어요."
params_0581,washer,interval_change,none,False,3.0,4.0,3.0,False,1.0,1.0,1.0,False,none,0,2026-04-01,최근 사용 패턴은 기존 루틴과 크게 다르지 않아요.
params_0582,dishwasher,frequency_change,frequency_change,True,1.0,1.0,1.0,False,1.0,1.93,1.46,True,frequency_change,0.93,2026-04-01,"최근 하루 사용 횟수가 늘어난 것 같아요. 기존에는 하루 1.0회 사용했지만, 최근에는 하루 1.93회 사용하는 패턴이 보여요."
params_0582,dryer,interval_change,interval_change,True,3.0,4.0,3.5,True,1.0,1.0,1.0,False,interval_change,0.6929,2026-04-01,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 3.0일마다 사용했지만, 최근에는 약 4.0일 간격으로 사용되고 있어요."
params_0582,robot_cleaner,interval_change,interval_change,True,1.0,2.0,1.5,True,1.0,1.0,1.0,False,interval_change,0.6292,2026-04-01,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 1.0일마다 사용했지만, 최근에는 약 2.0일 간격으로 사용되고 있어요."
params_0582,washer,interval_change,none,False,3.0,4.0,3.0,False,1.0,1.0,1.0,False,none,0,2026-04-01,최근 사용 패턴은 기존 루틴과 크게 다르지 않아요.
params_0583,dishwasher,frequency_change,frequency_change,True,1.0,1.0,1.0,False,1.0,1.9,1.45,True,frequency_change,0.9,2026-04-01,"최근 하루 사용 횟수가 늘어난 것 같아요. 기존에는 하루 1.0회 사용했지만, 최근에는 하루 1.9회 사용하는 패턴이 보여요."
params_0583,dryer,interval_change,interval_change,True,3.0,4.0,3.5,True,1.0,1.0,1.0,False,interval_change,0.6929,2026-04-01,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 3.0일마다 사용했지만, 최근에는 약 4.0일 간격으로 사용되고 있어요."
params_0583,robot_cleaner,interval_change,interval_change,True,1.0,2.0,1.5,True,1.0,1.0,1.0,False,interval_change,0.6292,2026-04-01,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 1.0일마다 사용했지만, 최근에는 약 2.0일 간격으로 사용되고 있어요."
params_0583,washer,interval_change,none,False,3.0,4.0,3.0,False,1.0,1.0,1.0,False,none,0,2026-04-01,최근 사용 패턴은 기존 루틴과 크게 다르지 않아요.
params_0584,dishwasher,frequency_change,frequency_change,True,1.0,1.0,1.0,False,1.0,1.9,1.45,True,frequency_change,0.9,2026-04-01,"최근 하루 사용 횟수가 늘어난 것 같아요. 기존에는 하루 1.0회 사용했지만, 최근에는 하루 1.9회 사용하는 패턴이 보여요."
params_0584,dryer,interval_change,interval_change,True,3.0,4.0,3.5,True,1.0,1.0,1.0,False,interval_change,0.6929,2026-04-01,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 3.0일마다 사용했지만, 최근에는 약 4.0일 간격으로 사용되고 있어요."
params_0584,robot_cleaner,interval_change,interval_change,True,1.0,2.0,1.5,True,1.0,1.0,1.0,False,interval_change,0.6292,2026-04-01,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 1.0일마다 사용했지만, 최근에는 약 2.0일 간격으로 사용되고 있어요."
params_0584,washer,interval_change,none,False,3.0,4.0,3.0,False,1.0,1.0,1.0,False,none,0,2026-04-01,최근 사용 패턴은 기존 루틴과 크게 다르지 않아요.
params_0585,dishwasher,frequency_change,frequency_change,True,1.0,1.0,1.0,False,1.0,1.86,1.43,True,frequency_change,0.6143,2026-04-01,"최근 하루 사용 횟수가 늘어난 것 같아요. 기존에는 하루 1.0회 사용했지만, 최근에는 하루 1.86회 사용하는 패턴이 보여요."
params_0585,dryer,interval_change,interval_change,True,3.0,4.0,3.5,True,1.0,1.0,1.0,False,interval_change,0.6929,2026-04-01,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 3.0일마다 사용했지만, 최근에는 약 4.0일 간격으로 사용되고 있어요."
params_0585,robot_cleaner,interval_change,interval_change,True,1.0,2.0,1.5,True,1.0,1.0,1.0,False,interval_change,0.6292,2026-04-01,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 1.0일마다 사용했지만, 최근에는 약 2.0일 간격으로 사용되고 있어요."
params_0585,washer,interval_change,none,False,3.0,4.0,3.0,False,1.0,1.0,1.0,False,none,0,2026-04-01,최근 사용 패턴은 기존 루틴과 크게 다르지 않아요.
params_0586,dishwasher,frequency_change,frequency_change,True,1.0,1.0,1.0,False,1.0,1.93,1.46,True,frequency_change,0.6643,2026-04-01,"최근 하루 사용 횟수가 늘어난 것 같아요. 기존에는 하루 1.0회 사용했지만, 최근에는 하루 1.93회 사용하는 패턴이 보여요."
params_0586,dryer,interval_change,interval_change,True,3.0,4.0,3.5,True,1.0,1.0,1.0,False,interval_change,0.6929,2026-04-01,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 3.0일마다 사용했지만, 최근에는 약 4.0일 간격으로 사용되고 있어요."
params_0586,robot_cleaner,interval_change,interval_change,True,1.0,2.0,1.5,True,1.0,1.0,1.0,False,interval_change,0.6292,2026-04-01,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 1.0일마다 사용했지만, 최근에는 약 2.0일 간격으로 사용되고 있어요."
params_0586,washer,interval_change,none,False,3.0,4.0,3.0,False,1.0,1.0,1.0,False,none,0,2026-04-01,최근 사용 패턴은 기존 루틴과 크게 다르지 않아요.
params_0587,dishwasher,frequency_change,frequency_change,True,1.0,1.0,1.0,False,1.0,1.9,1.45,True,frequency_change,0.6429,2026-04-01,"최근 하루 사용 횟수가 늘어난 것 같아요. 기존에는 하루 1.0회 사용했지만, 최근에는 하루 1.9회 사용하는 패턴이 보여요."
params_0587,dryer,interval_change,interval_change,True,3.0,4.0,3.5,True,1.0,1.0,1.0,False,interval_change,0.6929,2026-04-01,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 3.0일마다 사용했지만, 최근에는 약 4.0일 간격으로 사용되고 있어요."
params_0587,robot_cleaner,interval_change,interval_change,True,1.0,2.0,1.5,True,1.0,1.0,1.0,False,interval_change,0.6292,2026-04-01,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 1.0일마다 사용했지만, 최근에는 약 2.0일 간격으로 사용되고 있어요."
params_0587,washer,interval_change,none,False,3.0,4.0,3.0,False,1.0,1.0,1.0,False,none,0,2026-04-01,최근 사용 패턴은 기존 루틴과 크게 다르지 않아요.
params_0588,dishwasher,frequency_change,frequency_change,True,1.0,1.0,1.0,False,1.0,1.9,1.45,True,frequency_change,0.6429,2026-04-01,"최근 하루 사용 횟수가 늘어난 것 같아요. 기존에는 하루 1.0회 사용했지만, 최근에는 하루 1.9회 사용하는 패턴이 보여요."
params_0588,dryer,interval_change,interval_change,True,3.0,4.0,3.5,True,1.0,1.0,1.0,False,interval_change,0.6929,2026-04-01,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 3.0일마다 사용했지만, 최근에는 약 4.0일 간격으로 사용되고 있어요."
params_0588,robot_cleaner,interval_change,interval_change,True,1.0,2.0,1.5,True,1.0,1.0,1.0,False,interval_change,0.6292,2026-04-01,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 1.0일마다 사용했지만, 최근에는 약 2.0일 간격으로 사용되고 있어요."
params_0588,washer,interval_change,none,False,3.0,4.0,3.0,False,1.0,1.0,1.0,False,none,0,2026-04-01,최근 사용 패턴은 기존 루틴과 크게 다르지 않아요.
params_0589,dishwasher,frequency_change,none,False,1.0,1.0,1.0,False,1.0,1.86,1.0,False,none,0,2026-04-01,최근 사용 패턴은 기존 루틴과 크게 다르지 않아요.
params_0589,dryer,interval_change,interval_change,True,3.0,4.0,3.5,True,1.0,1.0,1.0,False,interval_change,0.6929,2026-04-01,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 3.0일마다 사용했지만, 최근에는 약 4.0일 간격으로 사용되고 있어요."
params_0589,robot_cleaner,interval_change,interval_change,True,1.0,2.0,1.5,True,1.0,1.0,1.0,False,interval_change,0.6292,2026-04-01,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 1.0일마다 사용했지만, 최근에는 약 2.0일 간격으로 사용되고 있어요."
params_0589,washer,interval_change,none,False,3.0,4.0,3.0,False,1.0,1.0,1.0,False,none,0,2026-04-01,최근 사용 패턴은 기존 루틴과 크게 다르지 않아요.
params_0590,dishwasher,frequency_change,none,False,1.0,1.0,1.0,False,1.0,1.93,1.0,False,none,0,2026-04-01,최근 사용 패턴은 기존 루틴과 크게 다르지 않아요.
params_0590,dryer,interval_change,interval_change,True,3.0,4.0,3.5,True,1.0,1.0,1.0,False,interval_change,0.6929,2026-04-01,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 3.0일마다 사용했지만, 최근에는 약 4.0일 간격으로 사용되고 있어요."
params_0590,robot_cleaner,interval_change,interval_change,True,1.0,2.0,1.5,True,1.0,1.0,1.0,False,interval_change,0.6292,2026-04-01,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 1.0일마다 사용했지만, 최근에는 약 2.0일 간격으로 사용되고 있어요."
params_0590,washer,interval_change,none,False,3.0,4.0,3.0,False,1.0,1.0,1.0,False,none,0,2026-04-01,최근 사용 패턴은 기존 루틴과 크게 다르지 않아요.
params_0591,dishwasher,frequency_change,none,False,1.0,1.0,1.0,False,1.0,1.9,1.0,False,none,0,2026-04-01,최근 사용 패턴은 기존 루틴과 크게 다르지 않아요.
params_0591,dryer,interval_change,interval_change,True,3.0,4.0,3.5,True,1.0,1.0,1.0,False,interval_change,0.6929,2026-04-01,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 3.0일마다 사용했지만, 최근에는 약 4.0일 간격으로 사용되고 있어요."
params_0591,robot_cleaner,interval_change,interval_change,True,1.0,2.0,1.5,True,1.0,1.0,1.0,False,interval_change,0.6292,2026-04-01,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 1.0일마다 사용했지만, 최근에는 약 2.0일 간격으로 사용되고 있어요."
params_0591,washer,interval_change,none,False,3.0,4.0,3.0,False,1.0,1.0,1.0,False,none,0,2026-04-01,최근 사용 패턴은 기존 루틴과 크게 다르지 않아요.
params_0592,dishwasher,frequency_change,none,False,1.0,1.0,1.0,False,1.0,1.9,1.0,False,none,0,2026-04-01,최근 사용 패턴은 기존 루틴과 크게 다르지 않아요.
params_0592,dryer,interval_change,interval_change,True,3.0,4.0,3.5,True,1.0,1.0,1.0,False,interval_change,0.6929,2026-04-01,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 3.0일마다 사용했지만, 최근에는 약 4.0일 간격으로 사용되고 있어요."
params_0592,robot_cleaner,interval_change,interval_change,True,1.0,2.0,1.5,True,1.0,1.0,1.0,False,interval_change,0.6292,2026-04-01,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 1.0일마다 사용했지만, 최근에는 약 2.0일 간격으로 사용되고 있어요."
params_0592,washer,interval_change,none,False,3.0,4.0,3.0,False,1.0,1.0,1.0,False,none,0,2026-04-01,최근 사용 패턴은 기존 루틴과 크게 다르지 않아요.
params_0593,dishwasher,frequency_change,frequency_change,True,1.0,1.0,1.0,False,1.0,1.86,1.52,True,frequency_change,0.86,2026-04-01,"최근 하루 사용 횟수가 늘어난 것 같아요. 기존에는 하루 1.0회 사용했지만, 최근에는 하루 1.86회 사용하는 패턴이 보여요."
params_0593,dryer,interval_change,interval_change,True,3.0,4.0,3.6,True,1.0,1.0,1.0,False,interval_change,0.6929,2026-04-01,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 3.0일마다 사용했지만, 최근에는 약 4.0일 간격으로 사용되고 있어요."
params_0593,robot_cleaner,interval_change,interval_change,True,1.0,2.0,1.6,True,1.0,1.0,1.0,False,interval_change,0.6292,2026-04-01,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 1.0일마다 사용했지만, 최근에는 약 2.0일 간격으로 사용되고 있어요."
params_0593,washer,interval_change,none,False,3.0,4.0,3.0,False,1.0,1.0,1.0,False,none,0,2026-04-01,최근 사용 패턴은 기존 루틴과 크게 다르지 않아요.
params_0594,dishwasher,frequency_change,frequency_change,True,1.0,1.0,1.0,False,1.0,1.93,1.56,True,frequency_change,0.93,2026-04-01,"최근 하루 사용 횟수가 늘어난 것 같아요. 기존에는 하루 1.0회 사용했지만, 최근에는 하루 1.93회 사용하는 패턴이 보여요."
params_0594,dryer,interval_change,interval_change,True,3.0,4.0,3.6,True,1.0,1.0,1.0,False,interval_change,0.6929,2026-04-01,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 3.0일마다 사용했지만, 최근에는 약 4.0일 간격으로 사용되고 있어요."
params_0594,robot_cleaner,interval_change,interval_change,True,1.0,2.0,1.6,True,1.0,1.0,1.0,False,interval_change,0.6292,2026-04-01,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 1.0일마다 사용했지만, 최근에는 약 2.0일 간격으로 사용되고 있어요."
params_0594,washer,interval_change,none,False,3.0,4.0,3.0,False,1.0,1.0,1.0,False,none,0,2026-04-01,최근 사용 패턴은 기존 루틴과 크게 다르지 않아요.
params_0595,dishwasher,frequency_change,frequency_change,True,1.0,1.0,1.0,False,1.0,1.9,1.54,True,frequency_change,0.9,2026-04-01,"최근 하루 사용 횟수가 늘어난 것 같아요. 기존에는 하루 1.0회 사용했지만, 최근에는 하루 1.9회 사용하는 패턴이 보여요."
params_0595,dryer,interval_change,interval_change,True,3.0,4.0,3.6,True,1.0,1.0,1.0,False,interval_change,0.6929,2026-04-01,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 3.0일마다 사용했지만, 최근에는 약 4.0일 간격으로 사용되고 있어요."
params_0595,robot_cleaner,interval_change,interval_change,True,1.0,2.0,1.6,True,1.0,1.0,1.0,False,interval_change,0.6292,2026-04-01,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 1.0일마다 사용했지만, 최근에는 약 2.0일 간격으로 사용되고 있어요."
params_0595,washer,interval_change,none,False,3.0,4.0,3.0,False,1.0,1.0,1.0,False,none,0,2026-04-01,최근 사용 패턴은 기존 루틴과 크게 다르지 않아요.
params_0596,dishwasher,frequency_change,frequency_change,True,1.0,1.0,1.0,False,1.0,1.9,1.54,True,frequency_change,0.9,2026-04-01,"최근 하루 사용 횟수가 늘어난 것 같아요. 기존에는 하루 1.0회 사용했지만, 최근에는 하루 1.9회 사용하는 패턴이 보여요."
params_0596,dryer,interval_change,interval_change,True,3.0,4.0,3.6,True,1.0,1.0,1.0,False,interval_change,0.6929,2026-04-01,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 3.0일마다 사용했지만, 최근에는 약 4.0일 간격으로 사용되고 있어요."
params_0596,robot_cleaner,interval_change,interval_change,True,1.0,2.0,1.6,True,1.0,1.0,1.0,False,interval_change,0.6292,2026-04-01,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 1.0일마다 사용했지만, 최근에는 약 2.0일 간격으로 사용되고 있어요."
params_0596,washer,interval_change,none,False,3.0,4.0,3.0,False,1.0,1.0,1.0,False,none,0,2026-04-01,최근 사용 패턴은 기존 루틴과 크게 다르지 않아요.
params_0597,dishwasher,frequency_change,frequency_change,True,1.0,1.0,1.0,False,1.0,1.86,1.52,True,frequency_change,0.86,2026-04-01,"최근 하루 사용 횟수가 늘어난 것 같아요. 기존에는 하루 1.0회 사용했지만, 최근에는 하루 1.86회 사용하는 패턴이 보여요."
params_0597,dryer,interval_change,interval_change,True,3.0,4.0,3.6,True,1.0,1.0,1.0,False,interval_change,0.6929,2026-04-01,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 3.0일마다 사용했지만, 최근에는 약 4.0일 간격으로 사용되고 있어요."
params_0597,robot_cleaner,interval_change,interval_change,True,1.0,2.0,1.6,True,1.0,1.0,1.0,False,interval_change,0.6292,2026-04-01,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 1.0일마다 사용했지만, 최근에는 약 2.0일 간격으로 사용되고 있어요."
params_0597,washer,interval_change,none,False,3.0,4.0,3.0,False,1.0,1.0,1.0,False,none,0,2026-04-01,최근 사용 패턴은 기존 루틴과 크게 다르지 않아요.
params_0598,dishwasher,frequency_change,frequency_change,True,1.0,1.0,1.0,False,1.0,1.93,1.56,True,frequency_change,0.93,2026-04-01,"최근 하루 사용 횟수가 늘어난 것 같아요. 기존에는 하루 1.0회 사용했지만, 최근에는 하루 1.93회 사용하는 패턴이 보여요."
params_0598,dryer,interval_change,interval_change,True,3.0,4.0,3.6,True,1.0,1.0,1.0,False,interval_change,0.6929,2026-04-01,"최근 사용 주기가 바뀐 것 같아요. 기존에는 약 3.0일마다 사용했지만, 최근에는 약 4.0일 간격으로 사용되고 있어요."
